"","codigo_de_osinergmin","razon_social","direccion","distrito","orden_original","bandera","glp","gnv","llanteria","islas_comb_liq","mecanico","aceite","lavado","tienda","cajero","lat","lon","tipo","tipo_bandera","con_glp","con_gnv","grifo_mas_cercano","distancia_min","distancia_avg","num_grifos_cerc","vecino_pecsa_dist","num_vecinos_pecsa","sc_pre","sc_post","tiene_mecanico","producto","fecha","mes","año","precio_de_venta","pop_2017","densidad_2017","ingresos_2012","sc","COMPRADA","vecino_pecsa_thiessen"
"41",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-09-01,9,2018,13.15,166657,19068,1080.85,0.333333333333333,0,0
"42",9464,"COESTI S.A.","AV. CANADA N 1189 - 1191, ESQ. CON CALLE VICTOR ALZAMORA","LA VICTORIA",3,"PRIMAX",2,6,1,8,0,0,1,1,1,-12.08373,-77.012545,"PROPIA","PROPIA PRIMAX",1,1,100155,0.137895120567605,0.849654822182959,13,0,0,0.333333333333333,0.333333333333333,1,"DIESEL",2018-10-01,10,2018,13.47,166657,19068,1080.85,0.333333333333333,0,0
"43",6874,"REPSOL COMERCIAL S.A.C.","AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE","INDEPENDENCIA",4,"REPSOL",2,6,1,6,0,0,0,0,1,-11.989741,-77.057411,"PROPIA","PROPIA REPSOL",1,1,21446,0.4407987538412,1.16204668943495,8,0,0,0.142857142857143,0.142857142857143,0,"DIESEL",2017-02-01,2,2017,10.26,220372,15135,978.27,0.142857142857143,0,0
"44",6874,"REPSOL COMERCIAL S.A.C.","AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE","INDEPENDENCIA",4,"REPSOL",2,6,1,6,0,0,0,0,1,-11.989741,-77.057411,"PROPIA","PROPIA REPSOL",1,1,21446,0.4407987538412,1.16204668943495,8,0,0,0.142857142857143,0.142857142857143,0,"DIESEL",2017-03-01,3,2017,10.26,220372,15135,978.27,0.142857142857143,0,0
"45",6874,"REPSOL COMERCIAL S.A.C.","AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE","INDEPENDENCIA",4,"REPSOL",2,6,1,6,0,0,0,0,1,-11.989741,-77.057411,"PROPIA","PROPIA REPSOL",1,1,21446,0.4407987538412,1.16204668943495,8,0,0,0.142857142857143,0.142857142857143,0,"DIESEL",2017-04-01,4,2017,10.255,220372,15135,978.27,0.142857142857143,0,0
"46",6874,"REPSOL COMERCIAL S.A.C.","AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE","INDEPENDENCIA",4,"REPSOL",2,6,1,6,0,0,0,0,1,-11.989741,-77.057411,"PROPIA","PROPIA REPSOL",1,1,21446,0.4407987538412,1.16204668943495,8,0,0,0.142857142857143,0.142857142857143,0,"DIESEL",2017-05-01,5,2017,10.25,220372,15135,978.27,0.142857142857143,0,0
"47",6874,"REPSOL COMERCIAL S.A.C.","AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE","INDEPENDENCIA",4,"REPSOL",2,6,1,6,0,0,0,0,1,-11.989741,-77.057411,"PROPIA","PROPIA REPSOL",1,1,21446,0.4407987538412,1.16204668943495,8,0,0,0.142857142857143,0.142857142857143,0,"DIESEL",2017-06-01,6,2017,10.25,220372,15135,978.27,0.142857142857143,0,0
"48",6874,"REPSOL COMERCIAL S.A.C.","AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE","INDEPENDENCIA",4,"REPSOL",2,6,1,6,0,0,0,0,1,-11.989741,-77.057411,"PROPIA","PROPIA REPSOL",1,1,21446,0.4407987538412,1.16204668943495,8,0,0,0.142857142857143,0.142857142857143,0,"DIESEL",2017-07-01,7,2017,10.25,220372,15135,978.27,0.142857142857143,0,0
"49",6874,"REPSOL COMERCIAL S.A.C.","AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE","INDEPENDENCIA",4,"REPSOL",2,6,1,6,0,0,0,0,1,-11.989741,-77.057411,"PROPIA","PROPIA REPSOL",1,1,21446,0.4407987538412,1.16204668943495,8,0,0,0.142857142857143,0.142857142857143,0,"DIESEL",2017-08-01,8,2017,10.25,220372,15135,978.27,0.142857142857143,0,0
"50",6874,"REPSOL COMERCIAL S.A.C.","AV. GERARDO UNGER N° 3689, MZ D LOTE 26, URB. HABILITACIÓN PANAMERICANA NORTE","INDEPENDENCIA",4,"REPSOL",2,6,1,6,0,0,0,0,1,-11.989741,-77.057411,"PROPIA","PROPIA REPSOL",1,1,21446,0.4407987538412,1.16204668943495,8,0,0,0.142857142857143,0.142857142857143,0,"DIESEL",2017-09-01,9,2017,10.49,220372,15135,978.27,0.142857142857143,0,0
